"REF","Company (Manufacturer)","Company Location","Review Date","Country of Bean Origin","Specific Bean Origin or Bar Name","Cocoa Percent","Ingredient Nums","Ingredients","Most Memorable Characteristics","Rating"
2566,"Aruntam","Italy",2021,"Tanzania","Kokoa Kamili, lot TZ72199",0.72,4,"Beans,Sugar,Cocoa Butter,Lecithin","caramel, sour milk",3.5
2562,"Aruntam","Italy",2021,"India","Idukki Kerala, lot IN728221",0.72,4,"Beans,Sugar,Cocoa Butter,Lecithin","cinamon, nutmeg, fatty",3.25
2562,"Aruntam","Italy",2021,"Madagascar","Bejofo E., Akesson, lot MA72820",0.72,4,"Beans,Sugar,Cocoa Butter,Lecithin","strawberry, sour",3.25
1780,"Askinosie","U.S.A.",2016,"Tanzania","Mababa",0.68,3,"Beans,Sugar,Cocoa Butter","creamy, rich, blueberry",3.75
647,"Askinosie","U.S.A.",2011,"Tanzania","Tenende, Uwate",0.72,2,"Beans,Sugar","creamy, woody, cocoa",3.75
661,"Askinosie","U.S.A.",2011,"Honduras","Cortes",0.7,2,"Beans,Sugar","grapes, woody, roasty",3.75
331,"Askinosie","U.S.A.",2009,"Philippines","Davao",0.77,2,"Beans,Sugar","strawberries, mild tart, roasty",3.75
175,"Askinosie","U.S.A.",2007,"Ecuador","San Jose del Tambo",0.7,2,"Beans,Sugar","smooth, astringent, cocoa",3
141,"Askinosie","U.S.A.",2007,"Mexico","Xoconusco",0.75,2,"Beans,Sugar","leather, black licorice, off",2.5
2434,"Atypic","Australia",2019,"Solomon Islands","Solomon Islands",0.7,4,"Beans,Sugar,Cocoa Butter,Lecithin","off aroma,vegetal,honey,sandy",3
2828,"Audaces","France",2023,"France (Reunion)","La Reunion",0.7,2,"Beans,Sugar","woody, nut skins, medicinal",2.75
2056,"Auro","Philippines",2018,"Philippines","Saloy E., 2016",0.7,3,"Beans,Sugar,Cocoa Butter","long, bright fruit, sweet, sour",3.5
2056,"Auro","Philippines",2018,"Philippines","Paquibao E., 2016",0.7,3,"Beans,Sugar,Cocoa Butter","waxy, dried fruit",3
2056,"Auro","Philippines",2018,"Philippines","South Cotabato",0.7,3,"Beans,Sugar,Cocoa Butter","sandy, roasty, nutty",3
2056,"Auro","Philippines",2018,"Philippines","Davao",0.77,4,"Beans,Sugar,Vanilla,Lecithin","sandy, vanilla",2.75
2672,"Avanaa","Canada",2021,"Dominican Republic","Zorzal",0.7,2,"Beans,Sugar","intense, sour tart plum, rubber",3
2672,"Avanaa","Canada",2021,"Colombia","Tumaco",0.7,2,"Beans,Sugar","chemical, spice, earthy",2.5
1474,"Bahen & Co.","Australia",2015,"Papua New Guinea","Papua New Guinea",0.7,2,"Beans,Sugar","smoke, ham, papaya",3.5
1474,"Bahen & Co.","Australia",2015,"Blend","Houseblend",0.8,2,"Beans,Sugar","coarse, smokey, metallic",3.25
995,"Bahen & Co.","Australia",2012,"Madagascar","Sambirano",0.7,2,"Beans,Sugar","unrefined, flat, grassy",3
999,"Bahen & Co.","Australia",2012,"Brazil","Bahia",0.7,2,"Beans,Sugar","chalky, intense, chemical",2.5
999,"Bahen & Co.","Australia",2012,"Blend","Houseblend",0.7,2,"Beans,Sugar","chalky, fragrant, then off",2.5
2146,"Baiani","Brazil",2018,"Brazil","Bahia, Vale Potumujo",0.7,2,"Beans,Sugar","bland, sugary, large grits",3
1454,"Bakau","Peru",2015,"Peru","Huallabamba, 2015",0.7,3,"Beans,Sugar,Cocoa Butter","black pepper, cardamom",3.5
1454,"Bakau","Peru",2015,"Peru","Bambamarca, 2015",0.7,3,"Beans,Sugar,Cocoa Butter","molasses, caramel, pungent",2.75
2294,"Bankston","U.S.A.",2019,"Tanzania","Kokoa Kamili",0.72,3,"Beans,Sugar,Cocoa Butter","base cocoa, mild fruit, roasty",3.25
2294,"Bankston","U.S.A.",2019,"Uganda","Uganda",0.82,3,"Beans,Sugar,Cocoa Butter","bitter, fatty, mild fruit",2.75
2290,"Bankston","U.S.A.",2019,"Belize","Belize",0.72,3,"Beans,Sugar,Cocoa Butter","gritty, fatty, sour, off",2.5
1980,"Bar Au Chocolat","U.S.A.",2017,"Costa Rica","Turrialba, Cartago P.",0.72,2,"Beans,Sugar","slightly dry, cocoa, berry",3.5
1980,"Bar Au Chocolat","U.S.A.",2017,"Trinidad","Montserrat Hills",0.8,2,"Beans,Sugar","intense, tangy, alcohol",3.5
1554,"Bar Au Chocolat","U.S.A.",2015,"Brazil","Bahia",0.7,2,"Beans,Sugar","intense, smokey, dried fruit",3.5
1295,"Bar Au Chocolat","U.S.A.",2014,"Peru","Maranon Canyon",0.7,2,"Beans,Sugar","creamy, rounded, orange",4
983,"Bar Au Chocolat","U.S.A.",2012,"Madagascar","Sambirano",0.7,2,"Beans,Sugar","raspberry, mild sour",3.75
983,"Bar Au Chocolat","U.S.A.",2012,"Mexico","Chiapas",0.7,2,"Beans,Sugar","molasses,toffee,coffee grounds",3.5
983,"Bar Au Chocolat","U.S.A.",2012,"Dominican Republic","Duarte Province",0.7,2,"Beans,Sugar","complex,black pepper,coffee",3.25
955,"Baravelli's","Wales",2012,"Costa Rica","single estate",0.8,4,"Beans,Sugar,Cocoa Butter,Vanilla","gritty, floral, vanilla",2.75
2788,"Bare Bones","Scotland",2022,"Madagascar","Sambirano, UCLS Co-op",0.7,3,"Beans,Sugar,Cocoa Butter","mild fruit, strong cocoa",3.5
2736,"Bare Bones","U.K.",2022,"Guatemala","Rio Dulce, Xoco, batch 632",0.65,3,"Beans,Sugar,Cocoa Butter","sweet, honey, earthy, cocoa",3.25
1868,"Batch","U.S.A.",2016,"Brazil","Brazil",0.7,3,"Beans,Sugar,Cocoa Butter","strawberry, candy flavor",3.75
1840,"Batch","U.S.A.",2016,"Dominican Republic","Dominican Republic, Batch 3",0.65,3,"Beans,Sugar,Cocoa Butter","creamy, sweet, fudgey",3.5
1880,"Batch","U.S.A.",2016,"Ecuador","Ecuador",0.65,3,"Beans,Sugar,Cocoa Butter","sandy, floral, sweet",3.25
2374,"Bean","U.K.",2019,"Peru","Peru",0.7,4,"Beans,Sugar,Cocoa Butter,Vanilla","strong vanilla, off notes",2.25
2864,"Beaningul","Lithuania",2023,"Peru","Urubamba",0.7,3,"Beans,Sugar,Cocoa Butter","fig, slight caramel",3.25
2864,"Beaningul","Lithuania",2023,"India","Idukki",0.7,3,"Beans,Sugar,Cocoa Butter","nutmeg, prune, tobacco",3.25
1948,"Beau Cacao","U.K.",2017,"Malaysia","Serian E., NW Borneo, b. #134/3800",0.72,3,"Beans,Sugar,Cocoa Butter","smokey, woody, tobacco",3.25
1948,"Beau Cacao","U.K.",2017,"Malaysia","Asajaya E, NW Borneo, b. #132/4500",0.73,3,"Beans,Sugar,Cocoa Butter","caramel, spice, earthy",3
1784,"Beehive","U.S.A.",2016,"Brazil","Brazil, Batch 20316",0.8,3,"Beans,Sugar,Cocoa Butter","intense, bitter, dry",2.75
1784,"Beehive","U.S.A.",2016,"Dominican Republic","Dominican Republic, Batch 31616",0.7,3,"Beans,Sugar,Cocoa Butter","sandy, sweet, molasses",2.75
1784,"Beehive","U.S.A.",2016,"Ecuador","Ecuador, Batch 31516",0.7,3,"Beans,Sugar,Cocoa Butter","intense, floral, black pepper",2.75
1788,"Beehive","U.S.A.",2016,"Ecuador","Ecuador",0.9,3,"Beans,Sugar,Cocoa Butter","intense floral, bitter, earthy",2.75
586,"Belcolade","Belgium",2010,"Ecuador","Ecuador",0.71,4,"Beans,Sugar,Cocoa Butter,Lecithin","dry, cinamon, nutmeg",3.5
586,"Belcolade","Belgium",2010,"Costa Rica","Costa Rica",0.64,4,"Beans,Sugar,Cocoa Butter,Lecithin","pastey, nutty",2.75
586,"Belcolade","Belgium",2010,"Papua New Guinea","Papua New Guinea",0.64,4,"Beans,Sugar,Cocoa Butter,Lecithin","intense, smokey",2.75
586,"Belcolade","Belgium",2010,"Peru","Peru",0.64,4,"Beans,Sugar,Cocoa Butter,Lecithin","sticky, moss, nuts",2.75
1800,"Bellflower","U.S.A.",2016,"Tanzania","Kokao Kamili, Kilombero Valley",0.7,3,"Beans,Sugar,Cocoa Butter","sticky, delicate, melon",3.5
1864,"Bellflower","U.S.A.",2016,"Dominican Republic","Oko Caribe, Duarte P.",0.7,2,"Beans,Sugar","caramel, mild dried fruit",3.5
1804,"Bellflower","U.S.A.",2016,"Bolivia","Alto Beni, Palos Blanco",0.7,3,"Beans,Sugar,Cocoa Butter","oily, complex, pungent",3.25
2780,"Belvie","Vietnam",2022,"Vietnam","Dong Nai, b. 70304",0.7,3,"Beans,Sugar,Cocoa Butter","burnt, black pepper, grapefruit",2.5
2780,"Belvie","Vietnam",2022,"Vietnam","Thien Tug, Lam Dong, b. 70306",0.75,3,"Beans,Sugar,Cocoa Butter","sour, dairy, dirty",2.5
2648,"Belvie","Vietnam",2021,"Vietnam","Ben Tre, batch 70301",0.7,3,"Beans,Sugar,Cocoa Butter","dominate cocoa notes",3.75
2190,"Belvie","Vietnam",2018,"Vietnam","Lam Dong",0.75,3,"Beans,Sugar,Cocoa Butter","high acidity, nutty, roasty",3.25
1768,"Belyzium","Germany",2016,"Belize","Belize south",0.83,3,"Beans,Sugar,Cocoa Butter","balanced, complex, berry",3.5
1768,"Belyzium","Germany",2016,"Belize","Belize south",0.78,3,"Beans,Sugar,Cocoa Butter","sweet, nibby, green",3
1768,"Belyzium","Germany",2016,"Belize","Belize south, low fermentation",0.83,3,"Beans,Sugar,Cocoa Butter","unbalanced, tangy, pungent",2.75
2246,"Benns","Singapore",2018,"Vietnam","Vung Tau",0.72,4,"Beans,Sugar,Cocoa Butter,Lecithin","gummy, roasty, fatty",3
2246,"Benns","Singapore",2018,"India","Anamalai, 2018 harvest",0.72,4,"Beans,Sugar,Cocoa Butter,Lecithin","gummy, fatty, sour",3
2246,"Benns","Singapore",2018,"Malaysia","Sungai Ruan, Koh Farm",0.72,4,"Beans,Sugar,Cocoa Butter,Lecithin","off aroma, smokey, off note",3
2744,"Benoit Nihant","Belgium",2022,"Ecuador","Hacienda Victoria, lot 42",0.73,4,"Beans,Sugar,Cocoa Butter,Lecithin","floral, melon, spicy",3.5
2744,"Benoit Nihant","Belgium",2022,"Venezuela","Finca Orquidea, Porcelana, lot 5",0.74,4,"Beans,Sugar,Cocoa Butter,Lecithin","delicate, nutty, caramel, sl. Off",3
1141,"Benoit Nihant","Belgium",2013,"Ecuador","Rio Peripa H.",0.73,3,"Beans,Sugar,Cocoa Butter","cinamon and nutmeg",4
1141,"Benoit Nihant","Belgium",2013,"Cuba","Baracoa",0.74,3,"Beans,Sugar,Cocoa Butter","tobacco, dairy, sour",3.5
1141,"Benoit Nihant","Belgium",2013,"Venezuela","Cuyagua Village",0.74,3,"Beans,Sugar,Cocoa Butter","nutty, roasty, dairy",3.5
1141,"Benoit Nihant","Belgium",2013,"Venezuela","Chuao",0.74,3,"Beans,Sugar,Cocoa Butter","mocha, intense, sweet",3.5
757,"Benoit Nihant","Belgium",2011,"Indonesia","Bali, Sukrama Bros. Farm, Melaya, 62hr C",0.72,3,"Beans,Sugar,Cocoa Butter","smokey, raspberries, cocoa",4
773,"Benoit Nihant","Belgium",2011,"Madagascar","Somia Plantation, Sambirano, 70hr C",0.72,3,"Beans,Sugar,Cocoa Butter","intense,red berry,strawberry",3.75
797,"Bernachon","France",2012,"Blend","Nature",0.55,5,"Beans,Sugar,Cocoa Butter,Vanilla,Lecithin","sweet, vanilla, cocoa",2.75
636,"Beschle (Felchlin)","Switzerland",2011,"Ecuador","Ecuador",0.72,3,"Beans,Sugar,Cocoa Butter","creamy, nutty, cocoa",4
636,"Beschle (Felchlin)","Switzerland",2011,"Venezuela","Indigena Amazonia, Grand Cru, Quizas",0.72,3,"Beans,Sugar,Cocoa Butter","creamy, banana, rich",3.5
636,"Beschle (Felchlin)","Switzerland",2011,"Madagascar","Madagascar",0.64,3,"Beans,Sugar,Cocoa Butter","chunky, nutty, banana",3
636,"Beschle (Felchlin)","Switzerland",2011,"Venezuela","Maracaibo",0.88,3,"Beans,Sugar,Cocoa Butter","bitter then nutty rustic, earthy",3
508,"Beschle (Felchlin)","Switzerland",2010,"Indonesia","Java, Grand Cru",0.64,3,"Beans,Sugar,Cocoa Butter","ham-like, smokey, banana",3.5
508,"Beschle (Felchlin)","Switzerland",2010,"Venezuela","Ocumare, Premier Cru, Quizas No. 2",0.72,3,"Beans,Sugar,Cocoa Butter","dark cocoa, spicy pepper",3.5
508,"Beschle (Felchlin)","Switzerland",2010,"Venezuela","Carenero S., Barlovento, Grand Cru",0.7,3,"Beans,Sugar,Cocoa Butter","creamy, macadamia, pepper",3.25
508,"Beschle (Felchlin)","Switzerland",2010,"Venezuela","Porcelana, Premier Cru, Quizas No. 1",0.74,3,"Beans,Sugar,Cocoa Butter","nutty, light toffee, mild musty",3.25
1486,"Bisou","U.S.A.",2015,"Belize","Belize",0.86,4,"Beans,Sugar,Cocoa Butter,Vanilla","mild bitter, diluted, vanilla",3.25
1482,"Bisou","U.S.A.",2015,"Nicaragua","Nicaragua, American style",0.76,2,"Beans,Sugar","bitter, molasses, flour",2.5
1486,"Bisou","U.S.A.",2015,"Costa Rica","San Andres, American style",0.76,2,"Beans,Sugar","molasses, metallic, earthy",2.5
1486,"Bisou","U.S.A.",2015,"Costa Rica","San Andres, silk",0.78,4,"Beans,Sugar,Cocoa Butter,Vanilla","sour, tart, molasses",2.5
2084,"Bitacora","Venezuela",2018,"Venezuela","Aragua",0.7,4,"Beans,Sugar,Cocoa Butter,Lecithin","smooth texture, earthy, nutty",3.5
2088,"Bitacora","Venezuela",2018,"Venezuela","Merida",0.7,4,"Beans,Sugar,Cocoa Butter,Lecithin","gritty, spicy, earthy",3
2088,"Bitacora","Venezuela",2018,"Venezuela","Carabobo",0.7,4,"Beans,Sugar,Cocoa Butter,Lecithin","fatty, bland, nutty",3
963,"Bittersweet Origins","U.S.A.",2012,"Ghana","Ghana",0.72,3,"Beans,Sugar,Cocoa Butter","roasted nuts, rich, roasty",3.5
502,"Bittersweet Origins","U.S.A.",2010,"Blend","2009 Hapa Nibby, Dominican Rep., Bali",0.7,2,"Beans,Sugar","robust, cocoa, fruity",3.75
478,"Bittersweet Origins","U.S.A.",2010,"Indonesia","Bali, Singaraja",0.75,2,"Beans,Sugar","dry, cardamom, medicinal",3.25
565,"Bittersweet Origins","U.S.A.",2010,"Madagascar","Sambirano, 2009",0.7,2,"Beans,Sugar","red berry, strong wine, sour",3
565,"Bittersweet Origins","U.S.A.",2010,"Venezuela","Ocumare, prototype",0.78,2,"Beans,Sugar","nutty, mild bitter",3
558,"Bittersweet Origins","U.S.A.",2010,"Indonesia","Bali, Singaraja",0.65,2,"Beans,Sugar","pastey, off spicey, nutty",2.75
414,"Bittersweet Origins","U.S.A.",2009,"Dominican Republic","Puerto Plata",0.65,2,"Beans,Sugar","intense marshmallow, cocoa",3.5
431,"Bittersweet Origins","U.S.A.",2009,"Madagascar","Sambirano",0.65,2,"Beans,Sugar","chocolate covered cherries",3.5
423,"Bittersweet Origins","U.S.A.",2009,"Madagascar","Sambirano",0.75,2,"Beans,Sugar","rustic, red berry, woody",3.25
414,"Bittersweet Origins","U.S.A.",2009,"Dominican Republic","Puerto Plata",0.75,2,"Beans,Sugar","chalky, strong, harsh smoke",3
233,"Bittersweet Origins","U.S.A.",2008,"Dominican Republic","Puerto Plata",0.68,2,"Beans,Sugar","nutty, astringent",3.75
233,"Bittersweet Origins","U.S.A.",2008,"Panama","Bocas del Toro",0.75,2,"Beans,Sugar","intense, rum, tea",3.5
233,"Bittersweet Origins","U.S.A.",2008,"Madagascar","Sambirano",0.71,2,"Beans,Sugar","rich cocoa, red berry, sour",3
256,"Bittersweet Origins","U.S.A.",2008,"Ghana","Ankasa",0.7,2,"Beans,Sugar","nutmeg, sour",3
2872,"Bixby","U.S.A.",2023,"Belize","Belize",0.7,2,"Beans,Sugar","swee, cocoa, cookie",3
2114,"Bixby","U.S.A.",2018,"Dominican Republic","Dominican Republic",0.7,2,"Beans,Sugar","sweet, sour milk",3.25
2108,"Bixby","U.S.A.",2018,"Haiti","Haiti",0.7,2,"Beans,Sugar","floral, molasses, chemical",3
2114,"Bixby","U.S.A.",2018,"Guatemala","Guatemala",0.7,2,"Beans,Sugar","molasses, earthy, spicy",3
2574,"Black Mountain","U.S.A.",2021,"Dominican Republic","""Cocoa Nibs"", Hispaniola w/ nibs",0.7,4,"Beans,Sugar,Cocoa Butter,Lecithin","bright fruit, crisp nibs, cocoa",3.75
256,"Black Mountain","U.S.A.",2008,"Nicaragua","Matiguas",0.7,3,"Beans,Sugar,Cocoa Butter","rich, leather, woodsy",3
256,"Black Mountain","U.S.A.",2008,"Dominican Republic","La Red",0.7,3,"Beans,Sugar,Cocoa Butter","unrefined, fruity",2.75
256,"Black Mountain","U.S.A.",2008,"Venezuela","Carenero Superior",0.7,3,"Beans,Sugar,Cocoa Butter","sweet grass, muted spice",2.75
1331,"Black River (A. Morin)","U.K.",2014,"Jamaica","Blue Mountain Region",0.7,4,"Beans,Sugar,Cocoa Butter,Lecithin","fatty, nutty",2.75
2590,"Black Sheep","U.S.A.",2021,"Colombia","Sierra Nevada, batch 92",0.72,3,"Beans,Sugar,Cocoa Butter","burnt caramel, cocoa, floral",3.25
2590,"Black Sheep","U.S.A.",2021,"Belize","Maya Mountain, batch 98",0.72,3,"Beans,Sugar,Cocoa Butter","honey with subtle tobacco",3.25
1046,"Blanxart","Spain",2013,"Congo","Congo, Grand Cru",0.82,4,"Beans,Sugar,Cocoa Butter,Vanilla","complex, fruity, mild bitter",3.5
322,"Blanxart","Spain",2009,"Blend","Organic Dark",0.72,4,"Beans,Sugar,Cocoa Butter,Vanilla","oily, flat, woody, sour",2.75
1740,"Blue Bandana","U.S.A.",2016,"Madagascar","Akesson's E., Sambirano V.",0.82,2,"Beans,Sugar","sandy, tart, sour, sweet",3.5
1752,"Blue Bandana","U.S.A.",2016,"Tanzania","Kokoa Kamili",0.75,2,"Beans,Sugar","bready, melon",3.5
1756,"Blue Bandana","U.S.A.",2016,"Dominican Republic","Zorzal Reserva",0.75,2,"Beans,Sugar","astringent, sour, coffee",3
1752,"Blue Bandana","U.S.A.",2016,"Guatemala","Lachua",0.75,2,"Beans,Sugar","roasty, coffee, earthy",2.75
911,"Blue Bandana","U.S.A.",2012,"Madagascar","Madagascar",0.7,3,"Beans,Sugar,Cocoa Butter","gritty, tart red berry,powerful",3.75
911,"Blue Bandana","U.S.A.",2012,"Guatemala","Guatemala",0.7,3,"Beans,Sugar,Cocoa Butter","chewy, complex,black pepper",3.5
1996,"Boho","U.S.A.",2017,"Belize","Maya Mtn",0.7,3,"Beans,Sugar,Cocoa Butter","pungent off flavor",2.75
2290,"Bonaterra","Malaysia",2019,"Malaysia","Tawau, Borneo Island",0.74,2,"Beans,Sugar","grassy, savory, sour",3.25
2290,"Bonaterra","Malaysia",2019,"Malaysia","Kota Marudu, Borneo Island",0.72,2,"Beans,Sugar","sweet, fruit, chemical off note",2.75
2290,"Bonaterra","Malaysia",2019,"Malaysia","Keningau, Borneo Island",0.68,2,"Beans,Sugar","sweet, dirty, off notes",2.5
2832,"Bonnat","France",2023,"Uganda","Uganda, Geant des Brames",0.75,3,"Beans,Sugar,Cocoa Butter","orange peel, nutty, fatty, roasty",3.25
2832,"Bonnat","France",2023,"Mexico","Mexico, Kuna Balam",0.75,3,"Beans,Sugar,Cocoa Butter","fatty, flat, charred, orange peel",2.75
2780,"Bonnat","France",2022,"Philippines","Philippines, ""Les Sirenes""",0.75,3,"Beans,Sugar,Cocoa Butter","nutty, roasty, granola",3.5
2554,"Bonnat","France",2021,"Nicaragua","El Castillero, Indio Maiz",0.75,3,"Beans,Sugar,Cocoa Butter","bold, woody, nut, roasty, creamy",3.75
2246,"Bonnat","France",2018,"Peru","Madre de Dios",0.75,3,"Beans,Sugar,Cocoa Butter","oily, subtle, mild coffee",4
2250,"Bonnat","France",2018,"Blend","El Rosario, Xoconuzco, Cusco, Sambirano",0.75,3,"Beans,Sugar,Cocoa Butter","creamy, rich, complex",4
1912,"Bonnat","France",2016,"Mexico","Selva Maya",0.75,3,"Beans,Sugar,Cocoa Butter","heavy roast, fatty, gateway",3.5
1339,"Bonnat","France",2014,"Brazil","Kaori",0.75,3,"Beans,Sugar,Cocoa Butter","creamy, homey, nutty",4
1418,"Bonnat","France",2014,"Blend","Surfin, Venez,Africa,Brasil,Peru,Mex",0.65,3,"Beans,Sugar,Cocoa Butter","complex, brownie,mint, spice",3.75
1418,"Bonnat","France",2014,"Dominican Republic","Los Colorados, Santo Domingo, Equateur",0.75,3,"Beans,Sugar,Cocoa Butter","roasty, tobacco, earthy",3.25
1038,"Bonnat","France",2013,"Brazil","Maragnam",0.75,3,"Beans,Sugar,Cocoa Butter","oily, roasted nuts, rich cocoa",3.5
1042,"Bonnat","France",2013,"Gabon","Gabon",0.75,3,"Beans,Sugar,Cocoa Butter","fatty, roasty, black pepper",3.25
629,"Bonnat","France",2011,"Haiti","Haiti",0.75,3,"Beans,Sugar,Cocoa Butter","grassy, black pepper",4
629,"Bonnat","France",2011,"Madagascar","Madagascar, 100% criollo",0.75,3,"Beans,Sugar,Cocoa Butter","fatty, spicy, gentle roast",4
629,"Bonnat","France",2011,"Brazil","Libanio",0.75,3,"Beans,Sugar,Cocoa Butter","chunky, very grassy, mild mint",3.75
629,"Bonnat","France",2011,"Cuba","Cuba",0.75,3,"Beans,Sugar,Cocoa Butter","fatty, raisin, grape",3.5
629,"Bonnat","France",2011,"Peru","Cusco, Cacao Cusco",0.75,3,"Beans,Sugar,Cocoa Butter","roasty, woody, mint",3.5
629,"Bonnat","France",2011,"Peru","Piura Blanco",0.75,3,"Beans,Sugar,Cocoa Butter","creamy, cocoa, smokey",3.5
672,"Bonnat","France",2011,"Brazil","Juliana",0.75,3,"Beans,Sugar,Cocoa Butter","oily,fatty, rich, nutty",3.5
761,"Bonnat","France",2011,"Jamaica","Jamaique",0.75,3,"Beans,Sugar,Cocoa Butter","oily, creamy, woody",3.25
331,"Bonnat","France",2009,"Ivory Coast","Ivory Coast",0.75,3,"Beans,Sugar,Cocoa Butter","oily, intense cocoa, sl. Burnt",3
336,"Bonnat","France",2009,"Mexico","Porcelana, Tabasco, Marfil de Blanco",0.75,3,"Beans,Sugar,Cocoa Butter","mild bitter, nut, possible mold",3
395,"Bonnat","France",2009,"Mexico","Xoconusco, cacao Real",0.75,3,"Beans,Sugar,Cocoa Butter","fatty, roasty, earthy",3
336,"Bonnat","France",2009,"Peru","Porcelana, Apotequil",0.75,3,"Beans,Sugar,Cocoa Butter","flat, bread, earthy",2.75
199,"Bonnat","France",2008,"Venezuela","Porcelana, Venezuela",0.75,3,"Beans,Sugar,Cocoa Butter","creamy, strawberry, nutty",4
123,"Bonnat","France",2007,"Ecuador","Equateur",0.75,3,"Beans,Sugar,Cocoa Butter","dry, floral, bitter",2.5
48,"Bonnat","France",2006,"Venezuela","Maracaibo, El Rosario",0.75,3,"Beans,Sugar,Cocoa Butter","creamy, fatty, floral",4
81,"Bonnat","France",2006,"Venezuela","Chuao",0.75,3,"Beans,Sugar,Cocoa Butter","creamy, coconut, tang",4
24,"Bonnat","France",2006,"Blend","Carribean, Trinite",0.75,3,"Beans,Sugar,Cocoa Butter","spice, woodsy, long lasting",3.75
32,"Bonnat","France",2006,"Venezuela","Ocumare, Puerto Cabello",0.75,3,"Beans,Sugar,Cocoa Butter","sandy, creamy, berry",3.75
75,"Bonnat","France",2006,"Madagascar","Madagascar",0.75,3,"Beans,Sugar,Cocoa Butter","mellow, tart, coffee",3.75
81,"Bonnat","France",2006,"Sri Lanka","Ceylan",0.75,3,"Beans,Sugar,Cocoa Butter","vegetal, dominant tobacco",3
316,"Bouga Cacao (Tulicorp)","Ecuador",2009,"Ecuador","El Oro, Hacienda de Oro",0.77,2,"Beans,Sugar","sticky, lavendar, molasses",3.25
2542,"Brasstown","U.S.A.",2021,"Tanzania","Kokoa Kamili",0.62,3,"Beans,Sugar,Cocoa Butter","very sweet, melon, caramel",3
2096,"Brasstown","U.S.A.",2018,"Bolivia","Wild Bolivia, Sucre",0.7,3,"Beans,Sugar,Cocoa Butter","nuts, fruit",4
2194,"Brasstown","U.S.A.",2018,"Peru","Ucayali",0.7,3,"Beans,Sugar,Cocoa Butter","sweet, rich mocha, acidic",3.75
2254,"Brasstown","U.S.A.",2018,"Ecuador","Esmeraldas",0.75,3,"Beans,Sugar,Cocoa Butter","balanced, floral, honey",3.5
1984,"Brasstown aka It's Chocolate","U.S.A.",2017,"Ecuador","Manabi",0.75,3,"Beans,Sugar,Cocoa Butter","sandy, floral, honey",3.75
1980,"Brasstown aka It's Chocolate","U.S.A.",2017,"Dominican Republic","Elvesia P.",0.7,3,"Beans,Sugar,Cocoa Butter","earthy, cherries",3.25
1868,"Brasstown aka It's Chocolate","U.S.A.",2016,"Nicaragua","O'payo, Waslala",0.7,3,"Beans,Sugar,Cocoa Butter","simple, rich cocoa",3.75
1868,"Brasstown aka It's Chocolate","U.S.A.",2016,"Venezuela","Guasare, Zulia Prov.",0.7,3,"Beans,Sugar,Cocoa Butter","nutty, slight hammy, rich",3.5
1462,"Brasstown aka It's Chocolate","U.S.A.",2015,"Dominican Republic","Conacado, batch 001515",0.68,3,"Beans,Sugar,Cocoa Butter","complex, brownie, lime, rich",3.75
1355,"Brasstown aka It's Chocolate","U.S.A.",2014,"Venezuela","Chuao",0.7,3,"Beans,Sugar,Cocoa Butter","intense, raisins, roasty",4
1255,"Brasstown aka It's Chocolate","U.S.A.",2014,"Belize","Maya Mountain",0.7,3,"Beans,Sugar,Cocoa Butter","intense, cocoa, complex",3.75
1129,"Brasstown aka It's Chocolate","U.S.A.",2013,"Ghana","Ghana, batch 021813",0.75,5,"Beans,Sugar,Cocoa Butter,Vanilla,Lecithin","fatty, brownie, nutty",3.5
1129,"Brasstown aka It's Chocolate","U.S.A.",2013,"Venezuela","Chuao, Mantuano blend, batch 23613",0.85,5,"Beans,Sugar,Cocoa Butter,Vanilla,Lecithin","intense, cooked banana",3.5
1125,"Brasstown aka It's Chocolate","U.S.A.",2013,"Ecuador","Camino Verde, Guayas",0.7,5,"Beans,Sugar,Cocoa Butter,Vanilla,Lecithin","intense, alocohol, floral",3.25
1125,"Brasstown aka It's Chocolate","U.S.A.",2013,"Dominican Republic","Cooproagro",0.72,5,"Beans,Sugar,Cocoa Butter,Vanilla,Lecithin","oily, vanilla, caramel, dairy",3
